Palavra, N
compressed,14
marked,23
nonproprietary,9
proprietary,9
processing,9
hypertext,9
vanilla,23
ascii,23
official,28
version,9
website,8
user,27
exporting,9
original,23
alternate,10
specified,19
royalty,29
gross,20
profits,9
derive,12
calculate,9
applicable,31
taxes,9
owner,49
donate,38
payments,27
legally,17
periodic,9
donations,138
notifies,9
mail,9
receipt,33
physical,25
medium,52
accordance,18
f,101
replacement,45
group,11
manager,5
contact,36
volunteers,52
employees,16
expend,9
identify,9
transcribe,28
proofread,9
despite,10
stored,9
limited,46
incomplete,10
inaccurate,9
data,9
transcription,11
infringement,9
damaged,9
disk,9
computer,18
virus,9
codes,9
damage,20
equipment,27
warranty,18
disclaimer,27
damages,37
disclaim,20
liability,27
remedies,10
negligence,19
distributor,9
indirect,11
consequential,10
punitive,9
incidental,9
explanation,22
elect,13
electronically,18
opportunities,48
fix,31
problem,9
warranties,27
implied,35
merchantability,2
disclaimers,10
exclusion,13
limitation,27
types,9
violates,9
maximum,9
invalidity,9
unenforceability,9
remaining,26
provisions,9
indemnity,10
indemnify,10
employee,9
production,9
harmless,14
modification,9
additions,15
deletions,9
synonymous,9
formats,21
readable,18
widest,18
variety,19
computers,18
obsolete,10
exists,9
financial,9
assistance,56
goals,9
ensuring,9
sections,9
page,22
non,18
educational,9
corporation,9
organized,10
mississippi,9
exempt,26
internal,10
revenue,9
ein,9
federal,18
identification,9
contributions,18
deductible,9
extent,15
north,12
west,10
salt,12
lake,10
city,22
ut,11
email,25
survive,18
widespread,2
licensed,10
machine,18
accessible,9
array,13
outdated,9
maintaining,10
irs,9
regulating,9
charities,16
paperwork,9
solicit,22
locations,16
solicitation,10
unsolicited,9
donors,9
approach,33
international,9
statements,9
swamp,9
staff,9
web,47
pages,11
current,15
donation,10
checks,14
professor,9
michael,16
originator,9
library,18
shared,10
network,9
volunteer,11
necessarily,23
edition,12
pg,10
facility,11
includes,9
subscribe,22
newsletter,9
posting,4
august,7
inflexibility,2
imagines,14
boys,18
school,12
censures,37
repeats,14
persecutions,28
overhears,2
tries,5
compose,15
ode,7
misrepresenting,2
resuming,18
harry,24
downeton,4
manifold,4
excellencies,35
sharp,20
impartial,14
famous,6
strictness,3
extenuates,1
feelings,1
expostulates,2
spirited,23
uproar,9
pathetic,11
excusatory,2
presses,14
hoarseness,1
appointment,45
shapes,4
complies,1
appoints,1
sevennight,1
suspending,8
extremity,16
requisites,6
satire,6
rejoices,8
neatness,2
ruined,59
innkeeper,5
abhorrence,15
reproaches,29
applauds,7
penetrates,3
rescue,5
removing,10
boisterous,12
searched,7
pens,10
refuging,2
yew,6
hedge,9
justifies,2
disinterested,6
singled,6
argues,8
discourages,1
flight,47
exulting,12
undertaking,5
exasperated,8
dream,28
repents,3
transport,9
adjusted,10
misgives,4
xlv,22
determines,1
xlvi,21
xlvii,25
xlviii,25
dated,37
alban,19
dreading,9
aversions,1
placed,30
doated,6
bathing,2
silently,4
enlarge,10
insincere,2
invidious,2
applications,10
giver,4
accepter,1
agrees,5
along,41
variation,3
tolerably,33
altitudes,5
pronounce,18
siren,1
musing,3
barbarously,9
spread,34
sleeve,6
tranquility,2
gorgeously,2
velvet,9
crimson,4
complexion,13
heigh,3
ho,8
fooled,4
gleaming,1
wintry,2
april,71
advance,8
unasked,1
exercising,3
descended,10
unaccountable,16
outrageous,10
robe,2
shoulders,22
unmercifully,2
fixing,7
swell,6
bursts,2
setter,3
vanquish,1
blunt,6
weapons,10
hurried,39
eldership,2
affliction,26
detain,28
punisher,4
immovableness,1
claiming,1
hasten,53
overtake,5
submitting,6
kissing,14
louder,10
felt,21
mistiness,2
deluged,1
colours,8
rainbow,1
exclaimed,3
vary,8
abandon,22
perversest,1
ibid,36
apologizes,2
robin,14
loitered,4
jenny,2
fynnett,2
bedfellow,7
seriousness,7
prating,8
larking,2
ridden,3
compromising,1
parader,1
prodigious,12
withstand,8
transfer,6
knock,4
confess,34
gravely,6
courting,5
halcyon,5
remiss,1
horses,12
fretful,3
fretfulness,2
whip,13
companioned,1
slip,21
stumped,5
bowing,18
mounted,6
fiddling,2
borrow,14
irresolute,3
changeable,7
thriven,1
chin,18
bones,18
manliness,2
regular,21
beads,3
william,18
cravat,2
antique,1
cushion,3
sloven,1
gaudy,5
bustle,4
familiars,3
fearfulness,1
offending,9
doers,1
baronet,2
bribes,2
bribed,6
corrupters,1
satan,10
anybody,3
pack,5
prefers,16
hounds,2
racing,1
fellows,69
sprightliness,1
sheepishness,2
taming,1
cowardice,3
heroism,4
encountered,6
battles,3
fought,3
prowess,2
improbable,13
obsequiousness,8
penitent,48
retrospected,1
heroes,8
pilfering,1
purloin,1
butter,10
spit,2
thumbs,2
overgrown,4
lank,1
haired,2
chubby,3
hunched,1
punched,1
curl,1
pated,3
orchard,2
robber,3
climber,1
rider,2
saddle,4
kick,3
cuff,3
plaster,4
heal,8
monkeys,3
baboons,1
season,12
ludicrously,7
flightiness,2
doughty,3
horseback,22
parade,20
cringe,2
forgotten,29
fawn,3
liver,10
theory,9
defunct,2
beneficent,4
lament,9
stoop,16
calling,39
learnt,4
bury,6
tudor,1
elizabeth,5
york,1
descendant,2
lancaster,2
unprincely,1
henry,2
abasement,5
bard,4
inflicts,1
demerit,5
confound,16
mortgage,2
mortgagee,1
foreclose,1
ample,12
kindred,11
herveys,1
lender,1
riot,6
scabbard,3
pulled,31
insolents,1
bugbears,1
cravens,1
descend,19
epistles,2
grotesque,2
absurdities,7
uncorrected,1
push,24
subjoin,3
struggles,19
resident,2
trophonius,1
cave,1
spectator,6
blustered,1
gloomed,1
subduer,2
babies,1
obligers,2
initials,3
cocoa,4
tree,5
pall,4
mall,5
waiters,2
sage,2
seemest,11
puritan,1
brute,6
cries,14
dick,2
bandied,2
stem,2
discountenance,4
coward,14
rectitude,7
modestly,7
hit,19
recovery,54
tom,16
wharton,1
pick,5
dedicated,1
saved,44
trade,9
promptitude,2
discovery,18
cheap,4
abating,2
loaded,3
widows,15
instate,2
diminished,6
resumption,3
eminence,8
exertion,7
timid,2
foresight,5
apprehends,12
dangers,20
unsteady,4
alike,14
noting,2
palliated,2
fierceness,6
lodgings,163
artfully,15
inflame,3
discourse,36
disclaiming,5
wedn,20
unanimous,3
perused,14
altercations,5
entreaties,12
asserted,9
obvious,11
unhardened,2
virgil,6
amor,3
omnibus,2
idem,2
georgic,3
translated,4
bridge,4
vocatives,5
attendant,11
laments,4
jun,6
moated,6
puppets,2
inclose,1
preparing,27
pedantry,5
detestable,19
allusion,4
reference,4
humanity,56
mastering,1
studied,18
malevolence,3
parentage,7
injured,55
scribbler,3
imperiously,1
pervicacy,1
pedant,8
softer,6
presumable,1
constraint,4
fornight,1
presuming,17
slighter,7
closer,13
needleworks,4
maidens,4
wilfulness,7
pleases,44
nobleness,9
wavering,2
confutation,1
misrepresented,2
pranks,5
simpleton,7
suspecting,8
ingenious,17
subterfuge,2
murdered,2
deceived,18
presumer,1
ungratefully,10
eighteen,18
choosing,10
robs,4
virgin,18
surrender,4
pair,43
confining,3
demolish,1
cure,13
commenced,4
blinded,2
fuller,4
speedy,22
removal,12
fib,4
requires,25
storms,3
mixed,10
mankind,10
tormenting,7
tormented,3
gall,7
romanticness,1
smartness,5
controuling,2
placing,9
laughing,20
divides,2
sufficiency,2
choke,4
pear,1
exasperate,8
jehu,1
smart,21
outrageously,2
naughty,14
red,12
hot,9
inviolably,1
moat,1
delightful,18
tends,6
persister,2
accidentally,10
alien,2
unlearned,1
unlogical,1
academical,1
pears,2
flatter,19
readier,20
argumentation,7
cogency,2
moderator,1
stated,3
tenacious,3
defenceless,5
volubility,5
blot,8
erasure,1
transcribed,21
laud,2
joyful,20
tapping,10
beating,8
listener,3
watching,12
challenger,3
foaming,5
unlike,10
dragged,2
pause,14
mouths,13
resisted,3
shrink,3
sash,7
inside,11
silk,8
curtain,5
muttering,3
reached,13
prays,25
ferment,3
instigate,2
rampant,4
un,4
arab,4
blistered,2
zeal,18
instigated,9
repentance,50
embark,6
leghorn,4
windows,24
closing,9
shutters,2
whooting,1
minerva,1
essay,1
stanzas,1
unsuitable,5
deity,4
thro,5
thick,9
wings,21
quits,1
shook,14
tow,2
r,40
shelter,6
philosophic,2
gloom,10
ivy,23
echoes,2
waft,1
gales,1
fav,1
rite,6
pallas,3
eve,4
shows,29
lunar,2
ray,11
drops,9
sport,25
gaily,4
dyes,1
glads,1
mends,1
blest,6
source,5
purer,1
joys,36
mental,3
unspotted,2
shrine,3
suppliant,4
unerring,3
nobler,15
aspires,1
gem,1
plume,2
cytherea,1
fading,2
bloom,17
objects,18
av,1
rice,1
glitt,1
toys,1
divide,2
dull,12
gifts,5
impart,4
studious,8
refin,1
pow,1
amplest,1
empire,2
transient,7
roses,3
fade,3
wither,1
tomb,1
unchang,1
immortal,8
prize,14
verdant,3
laurels,1
undecaying,1
ignorance,18
contemn,1
leaden,6
undiscerning,1
noise,22
strife,4
retreat,10
peaceful,1
groves,2
plato,1
drest,1
ilyssus,1
tuneful,1
theme,4
athens,3
list,12
licentious,4
potent,4
ceas,1
alarms,6
persuasive,2
charms,17
stole,2
inspires,4
patriot,1
unbiass,1
gen,1
retirement,7
fabled,1
confin,1
supreme,8
deriv,1
regulate,8
doubtful,24
perplexing,4
road,26
mists,2
discerning,1
visionary,3
shadows,2
painted,9
facsimile,1
calmer,5
subside,9
humourousness,1
disagreed,1
chance,36
compatible,2
sprightly,8
closely,12
hastier,1
counsel,13
decided,7
disposing,2
protector,17
litigation,12
ejectments,1
ascendancy,2
hurts,1
cooler,8
stake,13
sustained,14
revival,1
fatally,3
gloried,12
fashionable,8
mostly,4
imbrue,1
magnanimity,13
irreparable,10
wilful,37
altered,21
approaches,6
undivestedly,1
disparity,1
dependencies,1
unpersuadableness,2
extraordinaries,1
entail,2
comprehended,3
ruling,1
satisfactions,2
governing,3
maids,14
fondest,2
wry,7
vex,17
richly,13
france,17
philip,3
spain,6
frontiers,1
bride,13
immoderately,2
perpetuate,4
basilisk,2
fatality,6
scylla,1
charybdis,1
indiscretion,12
resource,5
precarious,14
ineffectual,17
conjecture,12
parson,30
resistance,27
lamentations,7
profaned,2
frame,32
blandish,1
sarcasm,1
coyest,1
forgiving,21
undetermined,4
flattery,7
sincerest,3
dictates,9
overvalues,1
flowing,6
latest,10
communications,15
transmitted,2
cheer,6
illuminate,4
soothing,12
qualification,6
vested,4
prescribers,1
decide,12
altar,26
gaoleress,5
oppositions,1
pinch,7
snuff,14
thumb,8
unpolitely,2
thief,21
eves,3
dropper,3
inconvenient,16
unjustifiable,1
disdaining,2
dropping,12
deservedly,8
canaille,2
demonstration,12
adapted,6
moloch,1
relent,13
pique,2
disreputable,6
manifestly,1
conclusive,2
suffering,34
dishonest,5
cajole,1
demerits,6
dissimulation,5
imputable,3
unforgiveness,3
unfeigned,7
despights,1
curbing,1
perplexed,6
resolving,18
embracing,6
precautiously,1
foolishness,2
clash,1
lighten,6
loading,4
nearest,24
tenderest,16
naked,12
wantonness,7
darkly,5
pencil,9
admonitions,2
enjoins,4
recital,4
discouraging,5
farthing,3
notably,1
differ,8
debatings,2
angelice,1
bedtime,1
fares,2
cogent,3
thoughtlessness,2
parenthetical,2
idle,11
fervours,3
overstrained,2
notional,4
unknown,41
imaginaries,1
painfully,1
concealed,25
moles,6
freckles,2
ending,7
unrestrained,4
wing,8
livelier,3
personating,6
anonymous,4
plaguing,1
drayton,4
restraints,3
fetched,8
passage,47
personated,4
unabated,3
unaccompanied,3
vigorous,2
homeward,1
fatigues,6
hazards,9
estimate,1
miserably,14
fruits,21
heedless,4
widen,5
ensues,1
falls,11
riper,6
rush,6
asseveration,3
particularizing,1
reclaimed,5
mentioning,14
punctilious,9
picked,6
supplant,2
narcissus,2
bating,5
incomparable,10
extenuation,7
qualifies,1
advisor,1
unbounded,7
airing,21
guide,17
incessant,2
sealed,30
arrogate,4
belong,6
doubling,3
topic,16
animadversion,2
excepting,6
uncommunicative,1
disallow,3
trespasser,2
uses,11
amends,34
completed,23
services,21
brewing,1
youre,7
halfe,1
communicat,1
concernes,1
familly,2
designes,1
sed,11
valew,2
desarves,1
reprobat,1
reddie,2
convincing,7
proofes,1
neverthelesse,1
oathe,1
owne,2
oblidge,1
device,11
discoveries,7
christian,31
asperity,6
unwillingness,2
dorothy,3
begging,24
tore,11
repulse,6
enclosing,2
transcript,3
explained,12
disgraced,7
deaf,2
eared,2
heartedness,8
supportable,4
finishing,3
glossed,2
blemishes,4
minday,1
kinswoman,16
unmanned,1
club,2
adore,17
sharpen,3
teeth,23
firmer,2
likened,5
forbids,7
polished,3
debauchee,1
straw,12
affronting,3
tingle,2
embraces,2
token,7
contiguity,1
annuity,2
inexpressible,5
alleviate,4
nicety,5
phrased,2
equivalents,1
reversion,1
uncertainties,2
anticipation,6
amazing,16
equity,4
mincingly,2
delegate,1
prison,26
betters,10
finesse,1
recapitulation,2
chooses,8
crimes,27
excludes,1
undeservedly,7
unanswered,3
humblest,3
unguarded,7
scrawl,3
valid,1
scraps,8
bits,3
slide,8
abstracting,1
untimely,7
apprehensiveness,2
supplicates,2
desponding,8
protests,1
revive,15
unbolt,8
needful,21
sue,4
apprizes,2
blanks,3
beseeches,9
propitious,4
unbolting,1
representation,9
vouchsafed,5
paramount,2
loitering,2
park,8
wandering,3
rained,1
feverishness,1
hoarse,4
spreads,1
wildly,15
oaklings,2
covered,15
sultry,2
seeking,20
indisposed,14
ride,26
intelligencer,11
anxiety,5
corrupting,8
french,25
resided,4
airings,9
hastening,5
kinds,5
abridged,1
betray,14
obliquities,2
traitor,10
calmly,8
rationally,1
whets,1
importunities,1
supplicated,3
remark,14
exactly,11
renews,3
dwells,3
injudicious,1
watchings,3
debased,5
cascade,6
impracticable,4
paces,5
misgiving,5
reconsider,2
brick,5
inches,3
detection,23
risques,6
undergoes,1
nourishment,4
complimentally,1
healthy,9
stomachs,1
meal,4
almighty,36
proverbial,3
sedate,5
poverty,6
inconvenience,24
proverb,11
plenty,5
distempers,2
discomforts,3
proverbs,7
hare,2
scholarship,1
genteelly,4
smarter,1
collegians,1
courtesies,3
bridling,5
scholars,5
liveliness,9
repartee,2
displays,2
alert,2
outdo,2
outdoing,1
unlocked,4
supplied,12
stomach,22
stomachfulness,1
swallowed,6
sententious,3
sayings,3
discouragement,1
depress,2
brilliancy,1
stupidity,3
pitties,1
seating,2
box,13
tapped,7
smartly,5
lid,17
distendedly,1
noless,1
foless,1
oughts,1
oraculous,1
stare,11
gentlefolks,2
destined,6
reprieve,3
petition,4
respite,6
seconded,5
shorter,11
intercession,4
evasion,7
pound,4
profanation,1
reveal,15
crisis,22
reserved,20
suggested,5
acquiesces,3
corrected,10
impetuosity,5
gusts,2
disappointments,8
irascible,1
assumes,7
neale,2
scandal,21
disesteems,1
revocable,2
benumbed,1
wanderings,1
heaviest,7
dews,2
wig,11
dripping,1
hoar,2
dissolving,1
exhale,1
healing,7
promiser,3
transporting,1
spurns,3
adorable,7
breaker,2
dispensing,5
distraction,11
distracted,20
dawning,7
imparted,2
prelude,4
partakes,1
miscreants,5
appoint,3
restoring,3
adoring,6
cavern,1
teased,13
steadfast,2
unexceptionably,3
remissness,2
larkin,2
forerunner,1
worn,17
remembering,5
prognosticate,2
helping,7
pox,12
grow,22
doctors,11
contradicting,4
accounting,10
escort,6
teases,2
personalities,2
flies,9
motherly,7
reproofs,6
stripes,2
skin,14
parading,7
tawdry,3
housings,2
sadler,1
undertaker,6
mountebank,1
assent,8
blustering,5
bluster,7
faring,1
ambled,1
stealing,3
prim,5
roan,1
keffel,1
destroys,5
increases,4
essence,7
frown,8
overbalances,1
bait,4
glout,1
alighting,7
dab,1
simpering,6
bridal,2
fidgeted,1
supercilious,4
flourishing,5
wheels,6
mortified,30
gasp,9
executrix,3
rings,9
mourning,37
dismounted,1
packet,20
fatigued,15
recruited,2
dawn,12
behaves,7
traceable,2
unforgiving,9
risks,3
colds,1
hazarded,2
fevers,1
inclemencies,1
skies,3
flash,3
lightning,10
darting,9
suppressed,6
overflow,4
takers,1
guinea,14
sorrowful,12
discontinuance,1
worthiest,5
unmanly,14
ardent,15
hopeless,5
relied,2
skittish,7
workman,2
tool,5
fiddle,3
faddle,2
captious,4
repulses,5
mat,1
tame,14
tug,2
affirm,2
guiltless,4
staggered,7
redemption,1
coventry,1
soused,2
horsepond,3
anniversary,13
century,2
mountains,1
creepers,2
insinuators,1
serves,7
encroachers,3
horns,7
butt,3
valiantly,3
imperative,2
ascends,2
wheel,5
feeble,2
plenitude,1
habitually,3
suiting,7
boundaries,4
encroachment,1
illustrate,4
womanly,4
constitute,6
political,2
privileges,1
legislature,1
encroach,1
executive,9
swallow,7
begone,32
obediently,1
exact,10
piddling,1
monger,1
foisted,1
abstract,5
teaches,8
ingenuity,2
confessionaire,1
wipes,2
charity,51
imputations,9
inculcates,1
atone,15
text,19
shrewdly,1
accustom,1
teazing,1
audibly,6
muscovite,1
progression,1
dwell,17
shine,18
drizly,1
authorize,4
serviceable,4
duly,11
dwelt,10
flippancies,2
unavoidable,9
neglects,3
bask,1
outdone,5
probe,2
wince,1
satirist,2
mending,8
panegyric,2
bites,2
wrankling,1
festering,1
envenomed,1
personality,2
moderns,3
gash,1
lancet,1
lets,7
exasperates,1
amended,13
steer,3
tost,3
fro,9
port,4
billows,1
invaded,8
rocks,2
sands,1
split,2
strike,25
pilot,1
cottage,5
wardrobe,3
locks,4
retiring,21
cloaths,3
abridge,2
obviated,6
rumpled,8
creased,2
flowered,3
tarnish,1
missed,12
adversity,15
customs,5
losers,2
manifest,7
befriend,5
forsakes,1
irradiate,3
multitude,16
trifling,8
solicitudes,3
station,10
susceptibility,2
tend,13
practical,2
suspiciously,1
inspiring,2
echoing,1
dashes,2
murmurs,4
solitude,4
spangled,1
element,3
promotive,1
artifices,14
lesser,15
truths,1
prompt,4
impediments,3
swiftly,5
tardily,2
obstruction,3
ached,2
precaution,7
safely,23
parcels,5
ripen,3
reverend,17
judicious,5
division,1
separately,4
seals,12
encroacher,12
vexedly,2
describe,23
tied,13
ornaments,7
portable,4
amount,5
luckily,3
abominable,23
paltry,8
wrens,3
sparrows,1
ignoble,12
quarry,2
gos,1
hawk,2
inclement,1
journeys,2
bottle,10
sorrow,44
hoarsenesses,2
betsey,2
plays,21
opera,5
snatch,5
military,6
secreting,1
officer,18
subordinate,2
pleasantly,4
devils,29
bosoms,4
heave,3
sift,3
corrupted,19
undone,26
prates,1
note,46
em,8
garrison,2
rakes,35
abettors,1
blank,9
vilest,52
dignified,5
professedly,2
unthinking,4
sell,10
warbles,2
notes,10
sycophant,1
revel,3
singer,2
gathered,7
twofold,2
atrocious,2
vileness,30
ingredients,3
stimulus,4
hi,1
occurs,6
wind,23
halves,2
undersigned,3
infernally,1
equip,1
rustic,9
colonel,290
barrow,1
sloane,1
minister,23
bible,16
unconditional,1
everybody,1
confessing,4
plot,57
wash,6
blackamoor,1
inconsistency,2
enow,8
treacherous,3
promising,26
agog,1
proportionably,2
lucky,14
cleared,15
reinforce,2
prognosticated,2
expedients,13
escaping,11
defended,7
characteristically,1
assuredness,2
indelicacy,2
frank,9
contributing,10
prosecuted,4
worlds,13
unprincipled,2
infers,3
reprisal,4
glosses,3
deviation,5
propagating,4
corruption,8
improbability,2
spots,1
juster,4
profuse,3
anticipating,3
thane,1
wanton,10
declaiming,1
reprehend,1
witless,1
inferred,8
forcibly,6
senseless,6
delaying,5
prospered,1
elemental,1
buffet,3
frowardness,1
censurers,3
sedateness,4
accusing,9
bank,13
hie,3
vigilance,22
angelica,1
violetta,1
cleante,1
clelia,1
lasted,5
legs,6
stroking,6
ruffles,13
ruffled,4
le,2
ave,1
drawl,1
circumference,1
shoes,8
understands,6
changer,1
relished,3
undisguisedly,1
nigh,5
buy,16
conferred,6
repays,1
palliatives,1
singular,13
quire,1
copious,1
exemplified,2
tenor,5
arduous,8
waved,7
prodigiously,5
glistening,3
departing,6
disconcerted,13
coldish,1
enforced,12
discomposures,1
complainings,2
longed,13
flashing,6
recrimination,11
enliven,2
dissemble,1
disturbance,8
connexion,1
kempis,3
fawning,1
hastily,11
bitten,2
viper,2
subjecting,3
profited,3
demanding,4
weddings,1
hyperbolic,1
elevated,2
flatterer,3
uncontroulableness,3
reprisals,2
inquisitive,19
angels,15
beaten,9
witlings,1
frothy,9
society,9
ancestors,18
circumspect,3
implacableness,22
